Intel_ID,embedding
MAC_0001,"[-0.09971213, 0.22937897, 0.1646547, -0.05395622, -0.004426567, -0.057090722, 0.05660164, -0.08011997, -0.13979541, 0.2638461, -0.17065988, 0.15373282, 0.044169713, -0.07694581, 0.00093632785, -0.12669969, 0.0037153575, -0.011068637, 0.18916552, -0.27771023, 0.14286648, -0.01746217, -0.08633305, 0.11148074, 0.20550512, 0.2832275, 0.21279812, 0.005691104, -0.07020773, -0.013836128, -0.12330555, 0.0007172816, -0.02216608, -0.25704816, 0.30348775, 0.062231097, 0.06964494, -0.075417176, 0.13497016, -0.06061799, 0.022164086, -0.16403753, 0.08044725, -0.21474178, 0.014175348, 0.09740637, -0.039384585, -0.3479156, 0.15552959, -0.02732963, -0.119688064, 0.05120378, -0.09830135, -0.07621794, -0.13143547, -0.20143875, 0.031324923, -0.10407248, 0.09077504, -0.048204295, 0.023461197, -0.1546994, -0.21077512, 0.030909438, 0.06777322, -0.09336026, 0.06741469, -0.057331268, 0.09837028, -0.43218768, 0.13597107, -0.10265317, 0.119075924, -0.09633189, 0.1739523, -0.0021810336, -0.17038928, 0.11593215, -0.15107909, -0.124533735, 0.15286903, -0.33314553, -0.09067623, -0.06568273, -0.0641399, 0.0029559408, 0.021903222, 0.04848298, -0.1532094, 0.07558169, -0.36271635, -0.04371498, -0.08212097, -0.11269314, 0.12998545, -0.04061271, 0.15623717, 0.001720424, 0.07721885, 0.085903086, -0.10434479, 0.1550445, -0.09932249, -0.108230986, -0.10720103, 0.04632824, -0.038208187, 0.12429196, 0.08022779, 0.16088955, -0.20741734, -0.17613402, 0.016477667, 0.22644094, 0.016182583, 0.03018973, 0.047010195, 0.107798636, -0.07506739, -0.07289347, -0.11325403, 0.062771134, -0.15022649, 0.077294976, 0.2027116, -0.1408302, -0.02938149, 0.045437586, 0.12389895, -0.18042602, -0.15591156, 0.1078744, 0.022985676, -0.028216952, 0.057011932, -0.04435647, -0.08110082, 0.005257478, 0.33942038, -0.18681511, -0.19635402, -0.021798337, -0.19208641, 0.032276854, -0.29658213, -0.075825855, 0.033159893, 0.041266695, 0.051983416, 0.338763, -0.099872254, 0.10812471, -0.28027406, 0.15964575, -0.25593016, 0.4342829, -0.103745, -0.20875889, -0.070318595, 0.024010342, -0.18600027, -0.11579776, -0.2504859, -0.07060755, -0.065752365, -0.0343105, 0.050759707, 0.104089685, -0.30143705, -0.17105432, 0.010719586, -0.022268917, -0.046350263, 0.10833995, -0.31094676, 0.051098574, -0.06268938, -0.11045061, 0.032712203, 0.09893183, 0.25254008, -0.13516444, 0.034171175, 0.13562673, 0.04781932, 0.026007606, 0.10965688, 0.25786537, 0.03219175, -0.16732685, 0.08209964, 0.021457087, 0.21539809, 0.22364911, -0.27346134, 0.07172053, -0.16506301, 0.10008317, -0.033178683, 0.14343661, 0.052209914, 0.07293451, -0.10869513, 0.028373215, -0.124978565, 0.009710122, -0.14049281, -0.055206478, -0.24184068, -0.05374916, 0.043538943, -0.20061134, -0.018515883, -0.09302344, 0.076309174, -0.15233812, -0.0014671818, 0.075724564, -0.14692575, -0.14943942, -0.053847685, -0.31431228, 0.20008571, -0.30609024, -0.06796721, -0.26830095, -0.047095813, 0.030211955, -0.19760498, -0.11444869, 0.021738641, -0.13947135, -0.13278162, -0.14899853, 0.22608612, 0.17219949, 0.30374277, 0.028316367, -0.05753533, 0.21808173, 0.16790521, 0.025812887, -0.2499492, -0.27359682, 0.03158692, 0.086692706, -0.11853519, 0.007817042, 0.12422443, -0.16680092, 0.02132684, 0.19206831, -0.22314751, -0.24891205, -0.07107603, 0.01851269, -0.13905674, -0.0786662, -0.047850303, -0.023499077, 0.15237175, -0.10077316, -0.25697497, 0.005047512, -0.1707206, -0.22614115, -0.11023564, -0.18057275, 0.11286474, 0.06246041, -0.1412375, -0.017282179, -0.19255348, -0.04060926, -0.13982294, 0.04559297, 0.14868681, 0.07141734, -0.058330815, 0.028151268, 0.112194315, 0.020626098, 0.09135152, 0.021934252, 0.046392135, 0.07847243, -0.13268524, -0.031577453, 0.018627284, -0.07095847, 0.25801194, -0.47183403, -0.18005575, -0.30699176, 0.045381345, -0.08890018, 0.019600598, 0.35947254, -0.23451406, -0.101784654, -0.14875817, 0.09645176, 0.0031461848, -0.044248704, 0.00251061, -0.017514858, -0.088783376, 0.11856018, 0.05780501, 0.15972918, 0.00451496, 0.037034918, -0.16205285, -0.11378082, 0.21677078, 0.1967826, 0.1790085, -0.1638463, -0.027785731, 0.0013911491, 0.070104145, -0.12222014, 0.096415326, -0.0928286, -0.074019626, -0.27127525, 0.21975444, -0.064227566, -0.12345015, 0.23419821, 0.09356454, 0.09075301, -0.105061956, 0.052258644, 0.2380216, 0.03152476, 0.12932898, -0.1379789, 0.0042129117, -0.019660255, -0.046754744, -0.111158125, 0.03229392, -0.2669342, 0.03572066, 0.12748195, 0.16855577, 0.15016723, -0.12039245, 0.1271828, 0.18641463, 0.18957505, -0.07390091, 0.0404222, 0.13148597, -0.09461883, -0.08676444, -0.07328612, -0.030226586, 0.18882596, -0.042568833, -0.040685464, -0.22377929, -0.030121416, -0.002236403, -0.3727323, -0.00054933055, -0.054799046, 0.035354618, 0.12492185, -0.0017658243, -0.08884778, -0.02696649, -0.13599315, -0.027207315, -0.081215076, 0.19315071, 0.13011643, 0.13856944, -0.014467116, -0.11862901, -0.16437633, -0.18332978, -0.14171185, -0.06913568, 0.2629177, -0.09081031, -0.08443359, 0.091467306, -0.062146753, -0.06157072, -0.26873732, 0.060824167, -0.037996043, 0.14443608, 0.0673837, -0.0025499307, 0.004340096, 0.20617433, 0.15481387, 0.1500619, 0.32001656, 0.06707287, -0.14913957, 0.06341619, 0.13176268, -0.26740777, 0.11590958, 0.010179026, -0.17767963, -0.09448072, -0.19204979, -0.27235383, 0.046059396, -0.14609976, -0.027382527, -0.10930338, 0.31807926, 0.006270668, 0.16818659, 0.18725333, 0.30241656, 0.22874424, 0.19142786, 0.055279452, -0.13491376, 0.1838048, 0.24319094, 0.028097412, -0.038896024, -0.049651004, -0.00055649277, 0.035696253, 0.058198426, -0.15047571, 0.08808764, -0.07828727, -0.09873513, 0.021322332, -0.117315926, 0.23951131, 0.08479528, 0.17070355, 0.12247986, -0.22027312, -0.022100404, 0.10935283, 0.028697344, 0.31211737, -0.043271344, -0.028538084, -0.16212267, 0.0061723394, -0.13684107, -0.043897446, 0.04780764, -0.056414347, 0.16502452, 0.19589882, 0.0006575662, 0.23723464, -0.045208126, -0.17467481, -0.053018518, 0.06694687, 0.028246567, -0.04221185, 0.0063099638, 0.17766264, 0.2572914, 0.09961228, 0.3158975, 0.009079486, -0.07870928, -0.14314099, 0.1257018, -0.16082418, -0.14009257, 0.287402, -0.06374592, -0.23884138, -0.37180936, 0.07723599, 0.20680444, 0.11693202, -0.4261149, 0.037079174, 0.028364608, -0.09420196, -0.027020715, -0.20717436, 0.34940878, -0.030627852, -0.23568301, -0.03690817, -0.06361428, -0.21187052, -0.10505511, 0.0068311365, -0.03968166, 0.054271284, -0.22183771, -0.0069436007, -0.21025053, -0.11721982, 0.04683537, -0.11032411, -0.069833815, 0.05974194, 0.015135312, -0.08862428, -0.13003373, 0.13746318, -0.14584106, 0.060871545, 0.13417234, 0.094421506, 0.08770029, -0.093461186, 0.28741106, -0.051459514, 0.03414577, 0.1418111, -0.23114516, 0.16035408, -0.057088204, -0.17230566, -0.041694194, -0.22130503, 3.2933312e-06, -0.19162437, 0.05765095, 0.24280065, 0.027251186, 0.20344844, -0.1291409, -0.29549894, -0.11106631, 0.23548517, -0.050082285, 0.3248885, 0.020111553, 0.1592293, 0.036013372, -0.0007316858, 0.12762503, 0.04294251, 0.06332962, 0.21419199, 0.18881834, 0.14791392, -0.011912001, 0.1207041, -0.10229173, 0.17861481, 0.3320858, -0.08158587, -0.23403588, 0.2668465, 0.053511705, 0.08518774, -0.10486059, -0.06708567, 0.31100997, -0.09415975, 0.14728962, -0.043110266, 0.06876444, -0.15450631, 0.07730179, -0.19897175, 0.031039037, 0.10170786, -0.23396026, -0.038919773, 0.08691577, 0.120603785, 0.11920663, 0.051796068, 0.026918901, -0.081813835, -0.08839998, 0.15339485, -0.08076907, -0.03152987, 0.2595832, 0.055583905, 0.03804662, -0.00912335, -0.049343962, 0.16076651, -0.06673768, -0.16096064, -0.12140905, 0.042031977, 0.27021414, -0.13851064, -0.09418484, 0.19151217, 0.29495862, 0.2546608, 0.23014414, 0.30953163, -0.008747047, -0.27395284, -0.29750246, 0.11564656, 0.004326889, 0.0836901, -0.04946821, -0.1881298, -0.097418524, -0.1501556, -0.24988234, 0.016907891, 0.018405035, 0.15191434, -0.019138973, -0.19119823, 0.03522263, -0.16125794, -0.15407072, -0.115276195, 0.0016896899, 0.06131127, -0.40886804, -0.020936962, -0.1353711, -0.09292545, 0.2946167, -0.0041256878, -0.15954682, -0.2256957, 0.001300072, 0.06596083, 0.032298688, -0.01580801, 0.32915288, -0.010665604, -0.11702928, -0.078345075, 0.020486938, 0.13086933, 0.2414004, -0.060114823, -0.0049516293, -0.16788328, -0.0237461, 0.0645769, 0.067419164, -0.09949276, -0.18886109, 0.37791574, 0.27478403, -0.21776107, 0.41312537, 0.04562444, 0.00022382685, -0.23445946, 0.19343604, 0.12626292, 0.008682723, -0.0076335687, -0.07628051, 0.1301973, -0.24926881, -0.10224693, -0.26553613, 0.07461717, 0.24080841, 0.06629401, 0.16971868, 0.10116101, -0.10232835, -0.10192678, -0.07118701, -0.19424124, 0.32340145, -0.021955434, 0.015627738, -0.35804662, 0.23351876, -0.019037938, 0.07649565, 0.25148755, -0.07470234, -0.036812916, -0.26382515, 0.16820091, 0.20161758, 0.18032329, 0.074892655, 0.105083965, -0.05616101, -0.16938622, 0.06695342, -0.05554427, -0.053767454, 0.11671325, -0.15931062, -0.04935634, -0.059594356, -0.3642703, -0.21795988, -0.23147704, -0.0064192675, -0.2590635, 0.15527754, 0.0996662, -0.12824754, 0.14131829, -0.068604685, -0.10101318, -0.00894033, -0.03170347, -0.04695527, -0.035927653, -0.18143173, 0.14405034, -0.13032074, -0.2590886, -0.08493355, 0.08561479, 0.14382175, 0.13290834, 0.006187945, -0.013687961, 0.050662033, -0.08060722, 0.03238903, -0.033802595, -0.16876127, -0.09832286, 0.034530044, -0.058936637, 0.18736684, 0.11456487, -0.061603583, -0.06338867, 0.17948516, -0.1474116, -0.043249827, 0.12709376, 0.021980751, 0.25754, 0.095841855, 0.097406186, -0.089494176, 0.03593369, -0.11523945, -0.13764079, 0.050486267, -0.2781518, -0.0818804, -0.05482884, -0.36246645, -0.10710876, 0.06577017, 0.060661945, 0.14469798, -0.16847005, 0.0023755152, 0.2787566, -0.01377609, -0.03857266, -0.04350116, -0.032457154, -0.037508078]"
MAC_0002,"[-0.026600283, 0.16111487, -0.10654274, -0.013767045, 0.20133679, -0.2288341, -0.06453, -0.22120029, -0.2558104, 0.116721846, -0.31203866, 0.1224676, -0.1706087, -0.09004311, -0.17543617, -0.2945304, 0.14586891, -0.121600285, 0.24254648, -0.25874138, 0.13120048, -0.027146261, -0.011074154, -0.041961864, 0.087065406, 0.3314532, 0.012237578, 0.0074425256, 0.025250245, 0.03735509, -0.0011752062, 0.041870456, 0.07857602, -0.072101876, 0.14491208, 0.037524544, -0.02126076, -0.17730792, 0.20839715, 0.012091708, -0.0022826456, -0.2006014, -0.06848784, -0.209308, -0.08858054, 0.041739844, -0.19386669, -0.050742842, 0.05530708, -0.09716582, -0.036799967, 0.25061065, -0.2064064, -0.29517257, -0.1191439, -0.06874554, 0.07674212, -0.2063307, -0.07110669, -0.06435602, 0.0017151481, 0.07087842, 0.05782897, -0.34694427, 0.009678653, -0.2620859, -0.07013104, 0.012278753, 0.15498418, -0.4124791, 0.06554123, -0.10680059, 0.3161501, -0.090108335, 0.064780265, -0.07721209, -0.059673063, 0.22249997, 0.07592151, -0.18944035, 0.09485682, -0.22346152, -0.18676703, 0.06099518, -0.036218517, -0.04639778, -0.03438357, 0.14163396, -0.10935474, 0.26488245, -0.33081403, 0.086960055, -0.0409224, -0.10971823, 0.15628833, 0.10994694, 0.13410147, -0.082543574, 0.0076082926, 0.06819396, -0.056376014, -0.010595383, -0.010420748, -0.17610243, -0.06853816, 0.18667272, 0.035273824, -0.059992798, -0.24589656, 0.30120736, -0.059801903, -0.1081095, 0.20768031, 0.010542924, 0.07307488, 0.10337543, 0.036432948, 0.06265731, -0.033850055, 0.0055069407, -0.09627574, -0.0032413115, -0.08489038, 0.18127723, 0.15997818, -0.2316781, 0.025416851, 0.07324984, -0.008814807, 0.0060876077, -0.29844233, 0.030030416, -0.06396142, 0.046943884, 0.19356245, -0.17768402, -0.11176041, -0.08723983, 0.2609309, -0.045464978, -0.38261074, -0.13155976, -0.22982374, 0.07476276, -0.1526105, -0.15845016, 0.06298633, 0.036123943, 0.06848459, 0.20641729, -0.11053548, 0.0013513903, -0.22320497, 0.15157853, -0.13057882, 0.46593547, -0.037699126, -0.30350333, -0.13298005, -0.1213324, -0.12464123, 0.11438006, -0.111694045, 0.02064164, 0.06838497, -0.016787859, 0.08813012, 0.02351681, -0.3235383, 0.121265836, 0.02390575, -0.13962364, -0.052058853, 0.08717427, 0.2317998, 0.041581534, 0.014003856, -0.024822243, -0.17078128, 0.2094896, 0.39734098, 0.060603075, 0.22695225, 0.045884896, -0.053584408, -0.15552431, 0.056895263, 0.43040904, 0.06296109, -0.26774266, 0.17984009, -0.08418545, 0.3208538, 0.08238532, -0.35861245, -0.09001809, -0.103868306, 0.19592659, -0.18411072, 0.22672476, 0.099714786, -0.010958299, -0.10297539, 0.21369864, -0.15241255, -0.049620766, -0.0014397247, 0.16995321, -0.13544863, 0.047998164, 0.11287629, -0.15139793, -0.021413753, -0.20586778, 0.20419852, -0.1668295, 0.018428389, -0.062206063, -0.17627364, 0.015877338, 0.0005571743, -0.17511001, 0.027153881, -0.2198766, -0.15789618, -0.32434362, -0.019807093, -0.0025684484, 0.034961417, -0.1492648, 0.040009376, 0.017524095, -0.21515939, -0.062336702, 0.34693182, 0.06034834, 0.20323452, -0.014170787, -0.042964138, 0.19626307, 0.119803645, 0.0058902255, -0.17558415, -0.2932305, -0.20899577, 0.054225896, -0.11957179, -0.024852023, 0.20153885, -0.28068054, -0.11664315, 0.19259371, -0.18967721, -0.2037294, 0.11948066, 0.068248495, -0.06969754, -0.24250898, 0.13280916, -0.06854004, -0.058390662, 0.06946562, -0.004131523, 0.047503907, -0.17489691, -0.13992004, -0.04887103, -0.15447217, 0.13251925, -0.030043172, -0.19432108, 0.063419506, -0.1783583, 0.1442649, -0.28153363, 0.08999379, 0.14988013, 0.15974833, -0.16352656, 0.03430582, -0.004794449, -0.088598244, 0.050919574, 0.1164877, -0.20127296, -0.15135312, -0.12690029, -0.021728644, 0.15048102, 0.03507832, 0.29530457, -0.42257828, -0.13353765, -0.39406893, -0.028771235, -0.09208623, -0.08207965, 0.1439707, 0.007904147, -0.10922556, -0.1030936, 0.17898124, -0.0784019, -0.08821691, -0.09240687, 0.034931783, -0.21791197, 0.13842213, 0.053063344, 0.14363602, 0.04952946, 0.026689148, -0.09244899, 0.025778066, 0.12851375, 0.16955845, 0.17449333, -0.04495508, -0.06731762, 0.10124269, 0.12981711, -0.042274717, 0.06738297, 0.097355, -0.026694234, -0.13448745, 0.09885302, -0.140977, 0.032546856, 0.1901806, -0.13227572, -0.11087191, -0.14821304, 0.15427303, 0.095741294, 0.08268997, -0.013954785, -0.25053665, -0.0003898009, 0.0072865486, -0.036640003, -0.20217723, 0.10391413, -0.17834432, -0.15834378, -0.03719045, 0.19284582, 0.06881298, -0.08854969, 0.11615686, -0.0019565045, 0.19935152, -0.08774847, -0.012188601, 0.0548309, -0.091263086, 0.043849025, 0.035351098, 0.05316546, 0.049535956, 0.043473963, 0.13693166, -0.3169715, -0.04601878, -0.136681, -0.27417657, 0.030462394, -0.10607934, 0.028134303, 0.18487869, -0.23298281, 0.08971914, 0.047080208, -0.18083932, -0.16135637, -0.0104314685, -0.016276164, 0.06078259, 0.055009887, 0.11002357, -0.191984, -0.14640336, -0.11555719, -0.02012287, 0.060201503, 0.15375319, -0.1662596, -0.08838392, 0.07492937, -0.053376988, -0.099731594, -0.2458176, -0.071559496, 0.09164769, 0.03094725, -0.06338522, 0.041378815, 0.07335909, 0.11966465, 0.27477762, 0.14533153, 0.13417958, -0.053976856, -0.107204325, 0.012394898, -0.020444492, -0.010892646, 0.08683943, 0.04903193, -0.11868374, -0.16402619, -0.009223003, -0.29441205, 0.08114608, -0.08255935, 0.11984521, -0.15581019, 0.24372335, -0.16639644, 0.40749568, 0.1285225, 0.049884997, 0.36288723, 0.043821927, -0.096082926, -0.058113445, 0.0380799, 0.24205051, 0.039440185, 0.042171955, 0.05822317, 0.026756644, 0.06165804, 0.16256934, -0.056818936, 0.12926893, 0.06138183, 0.0653804, -0.08688747, -0.07109051, 0.15905187, -0.03221618, 0.03978117, 0.15828171, -0.10079645, -0.04290508, 0.087990336, 0.07421442, 0.20483252, -0.11804214, -0.020786185, -0.08818353, 0.17853343, -0.056866944, 0.08127896, 0.11609117, 0.17637794, -0.1449309, 0.16204035, -0.1349947, 0.06292086, 0.08430292, -0.021555323, 0.003087595, 0.0076717627, -0.11919018, -0.132404, 0.053514175, 0.075643346, 0.12298883, 0.20124702, 0.30427134, -0.03806592, -0.0005230282, -0.22665547, 0.09676633, -0.18786122, -0.11872584, 0.12882046, -0.2053017, -0.32345948, -0.27099788, 0.05616081, 0.0097118905, 0.18738627, -0.21832995, 0.04682188, -0.13285425, -0.13067022, -0.23995258, -0.066217855, 0.29938322, 0.008018532, -0.1311938, 0.00980206, 0.055988938, -0.1334448, -0.10809578, -0.11075092, 0.06269287, -0.027756928, -0.17024103, -0.05768192, -0.26366594, -0.25292587, -0.01307758, -0.13902132, -0.12936519, 0.24258356, -0.058584668, 0.13673939, -0.20562813, 0.1554084, -0.06644825, 0.05089355, 0.1070319, 0.06121701, 0.0054329108, -0.101711586, 0.1931387, -0.16476615, 0.064934134, 0.18050753, -0.21904515, -0.1414753, 0.17355393, -0.12344616, -0.06793675, -0.33232275, -0.06795807, -0.23809254, -0.19956248, 0.17921138, -0.18463, 0.115407534, -0.1791365, -0.3083885, -0.0018590146, 0.21913917, -0.086976245, 0.2759109, -0.049046896, 0.32735634, 0.021827014, -0.06408144, 0.11925666, 0.09582406, -0.070409134, 0.19397213, 0.116578, 0.13781239, -0.0020183625, 0.04541575, -0.03619628, 0.17882934, 0.2442871, 0.04875874, -0.219386, -0.009051977, 0.2223718, 0.13668045, -0.31281856, -0.08975504, 0.22256704, 0.044922117, 0.16567242, -0.059138935, 0.081896506, -0.07183941, 0.060282085, -0.19393803, 0.123465665, 0.07122881, -0.19008484, -0.037850533, 0.07972079, 0.083411165, 0.18885115, 0.029152783, 0.020916915, 0.08024146, -0.0011043252, 0.069491155, -0.12847914, -0.050026942, 0.25230598, 0.041201577, 0.06818952, -0.071997285, 0.09627514, 0.23304617, -0.22098933, -0.22903235, -0.020253243, 0.06139711, 0.19322608, -0.18812832, -0.08343852, 0.0063166656, 0.15654366, 0.07904201, 0.16302252, 0.21648642, -0.089643896, -0.31734946, -0.23314251, -0.055712294, -0.0025799975, -0.08299924, -0.09228506, 0.018981338, -0.056094002, -0.0019178353, -0.24156578, 0.057012375, 0.0862501, 0.0822179, -0.06450343, -0.3026207, 0.017260907, 0.03458324, -0.07394185, 0.12571618, -0.10678864, 0.0068120197, -0.31412444, -0.12121555, -0.1415771, -0.10038113, 0.23296869, -0.01236297, -0.056628246, -0.1931971, 0.03308957, 0.05588216, 0.14366111, -0.09070577, 0.30807367, 0.055582043, -0.1943307, 0.1224027, -0.059774052, 0.058972154, 0.1568854, -0.118760236, -0.11133399, -0.15584578, 0.04283087, 0.081015, -0.015800055, -0.14093372, -0.090808526, 0.22271755, 0.077419296, 0.082392916, 0.18983355, 0.046542443, 0.14768733, -0.042907193, 0.34421545, 0.02214108, 0.004670047, -0.11531813, -0.15296645, 0.055680085, 0.018995402, -0.184612, 0.056142356, 0.10566693, 0.3374543, 0.0870013, 0.17517501, -0.052824553, -0.040163748, -0.14225917, 0.08964608, 0.06548026, 0.3162582, 0.06406272, 0.10171766, -0.23362654, 0.2499039, -0.21701322, 0.13060713, 0.21849103, -0.011401285, -0.024874961, -0.2065281, 0.10574433, 0.23951192, 0.1526461, 0.014688932, 0.06823457, -0.092975214, -0.12361771, -0.12354771, -0.16203849, 0.05690786, 0.14729233, -0.14920121, -0.1308074, -0.17705765, -0.26254824, -0.23058295, -0.15772034, -0.026588038, -0.15800926, 0.116968445, 0.21357514, -0.09040076, 0.19056356, -0.11399545, -0.07451471, 0.19570841, 0.06992485, 0.09431034, -0.10465011, -0.25547236, 0.26179358, -0.20268671, -0.17641835, -0.12401263, 0.16580713, 0.083924346, 0.089797124, 0.06905499, -0.0016352128, -0.10310027, -0.16890077, 0.007788479, 0.11397638, -0.13639547, -0.09471657, 0.21981995, 0.05864347, 0.012772326, 0.078007385, -0.059555523, 0.024618654, 0.07745604, -0.1713907, 0.06004358, 0.16311525, -0.19100276, 0.11893628, 0.14658286, 0.0043738564, -0.08596031, -0.0038592892, -0.09023583, 0.031783033, -0.092424564, 0.054426376, -0.06727963, -0.12633918, -0.21944813, -0.18502052, 0.15933444, 0.104311585, 0.12635213, -0.2541105, -0.050117645, 0.22681285, 0.14087208, -0.10895512, 0.27866614, -0.08514979, -0.047485612]"
